Unless stated otherwise the Canmore dataset contains Ordnance Survey derived data which is delivered through Canmore website under the terms of the OPEN GOVERNMENT End User Licence.
http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf
"Canmore-download-Mon, 18 Nov 2019 13:36:44 +0000.csv"


CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"34516","NO53NE 35","Craigmill","Barrow Cemetery (Prehistoric), Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Ring Ditch(S) (Period Unassigned)","357800","736200","ANGUS","ANGUS","PANBRIDE","NO 578 362","http://canmore.org.uk/site/34516",
"34518","NO53NE 37","Hatton Farm","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)","358900","737600","ANGUS","ANGUS","PANBRIDE","NO 589 376","http://canmore.org.uk/site/34518",
"34526","NO53NE 6","Clayholes","Cropmark(S) (Period Unknown), Enclosure(S) (Period Unassigned), Rig And Furrow (Medieval)","355900","735200","ANGUS","ANGUS","BARRY","NO 5590 3520","http://canmore.org.uk/site/34526",
"34529","NO53NE 9","Pitcundrum","Barrow (Prehistoric)(Possible), Enclosure (Period Unassigned), Pit(S) (Period Unassigned)","355200","739000","ANGUS","ANGUS","MONIKIE","NO 552 390","http://canmore.org.uk/site/34529",
"34532","NO53NW 11","Panmure House","Souterrain (Prehistoric)","353690","738600","ANGUS","ANGUS","PANBRIDE","NO 5369 3860","http://canmore.org.uk/site/34532",
"34546","NO53NW 24","Carlungie","Souterrain (Prehistoric)","351000","735840","ANGUS","ANGUS","MONIKIE","NO 5100 3584","http://canmore.org.uk/site/34546",
"34555","NO53NW 32","Carlungie","Souterrain(S) (Prehistoric)","351100","735800","ANGUS","ANGUS","MONIKIE","NO 511 358","http://canmore.org.uk/site/34555",
"34574","NO53SW 11","Barry","Barrow (Prehistoric)","353560","734200","ANGUS","ANGUS","BARRY","NO 5356 3420","http://canmore.org.uk/site/34574",
"34576","NO53SW 13","Lochside","Barrow (Prehistoric)","353100","733600","ANGUS","ANGUS","MONIKIE","NO 531 336","http://canmore.org.uk/site/34576",
"34597","NO53SW 32","Woodhill House","Souterrain (Prehistoric)(Possible)","351900","734700","ANGUS","ANGUS","BARRY","NO 519 347","http://canmore.org.uk/site/34597",
"34601","NO53SW 36","Cotside Farm","Hut Circle (Prehistoric)(Possible), Quern","352900","734200","ANGUS","ANGUS","BARRY","NO 529 342","http://canmore.org.uk/site/34601",
"34608","NO53SW 7","Balhungie","Cist (Period Unassigned), Food Vessel","351380","734540","ANGUS","ANGUS","MONIKIE","NO 5138 3454","http://canmore.org.uk/site/34608",
"34623","NO54NE 20","Friock Mains","Pit Alignment (Prehistoric)","358490","749340","ANGUS","ANGUS","KIRKDEN","NO 5849 4934","http://canmore.org.uk/site/34623",
"34662","NO54NW 10","Girdle Stane","Boundary Marker (Period Unassigned)","352790","749850","ANGUS","ANGUS","DUNNICHEN","NO 5279 4985","http://canmore.org.uk/site/34662",
"34684","NO54NW 3","Dunnichen","Pictish Symbol Stone (Pictish)","351600","749600","ANGUS","ANGUS","DUNNICHEN","NO 516 496","http://canmore.org.uk/site/34684",
"34686","NO54NW 31","Castle Hill","Cup Marked Stone (Prehistoric)","350580","748670","ANGUS","ANGUS","DUNNICHEN","NO 5058 4867","http://canmore.org.uk/site/34686",
"34793","NO55NW 14","Balbinny","Enclosure (Period Unassigned), Souterrain (Prehistoric), Unenclosed Settlement (Period Unassigned)","352800","756650","ANGUS","ANGUS","ABERLEMNO","NO 5280 5665","http://canmore.org.uk/site/34793",
"34800","NO55NW 20","Mote Of Melgund","Barrow (Prehistoric)","353970","756850","ANGUS","ANGUS","ABERLEMNO","NO 5397 5685","http://canmore.org.uk/site/34800",
"34814","NO55NW 321","Finavon","Cup And Ring Marked Stone (Prehistoric)","350600","755600","ANGUS","ANGUS","OATHLAW","NO 506 556","http://canmore.org.uk/site/34814",
"34822","NO55NW 4","Careston","Cist (Period Unassigned)","353530","759860","ANGUS","ANGUS","CARESTON","NO 5353 5986","http://canmore.org.uk/site/34822",
"34833","NO55NW 5","Noranbank","Cinerary Urn","350520","758720","ANGUS","ANGUS","TANNADICE","NO 5052 5872","http://canmore.org.uk/site/34833",
"34835","NO55NW 51","Netherton","Enclosure (Period Unassigned), Souterrain (Prehistoric)(Possible)","354810","757580","ANGUS","ANGUS","ABERLEMNO","NO 5481 5758","http://canmore.org.uk/site/34835",
"34836","NO55NW 52","Careston Castle","Cropmark(S) (Period Unknown), Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Souterrain (Prehistoric)(Possible)","352580","759610","ANGUS","ANGUS","CARESTON","NO 5258 5961","http://canmore.org.uk/site/34836",
"34837","NO55NW 53","Careston Castle","Pit Alignment (Prehistoric)(Possible)","352700","759470","ANGUS","ANGUS","CARESTON","NO 5270 5947","http://canmore.org.uk/site/34837",
"34839","NO55NW 55","Netherton","Cropmark(S) (Period Unknown), Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","354700","757200","ANGUS","ANGUS","ABERLEMNO","NO 547 572","http://canmore.org.uk/site/34839",
"34840","NO55NW 56","Netherton","Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","354600","757300","ANGUS","ANGUS","ABERLEMNO","NO 546 573","http://canmore.org.uk/site/34840",
"34851","NO55NW 65","Mains Of Careston","Barrow(S) (Prehistoric), Cropmark(S) (Period Unknown)","353800","759800","ANGUS","ANGUS","CARESTON","NO 538 598","http://canmore.org.uk/site/34851",
"34854","NO55NW 68","Mains Of Careston","Cultivation Remains (Period Unassigned), Souterrain (Prehistoric)(Possible)","353510","759650","ANGUS","ANGUS","CARESTON","NO 5351 5965","http://canmore.org.uk/site/34854",
"34861","NO55NW 81","Aberlemno","Cup Marked Stone (Prehistoric), Pictish Symbol Stone (Pictish)","352277","755918","ANGUS","ANGUS","ABERLEMNO","NO 52277 55918","http://canmore.org.uk/site/34861",
"34868","NO55SE 12","Montreathmont Moor","Cairnfield (Period Unassigned), Field System (Period Unassigned), Hut Circle (Prehistoric)","358400","754000","ANGUS","ANGUS","KINNELL","NO 584 540","http://canmore.org.uk/site/34868",
"34882","NO55SE 25","Millfield","Pit Alignment (Prehistoric)","358200","750100","ANGUS","ANGUS","GUTHRIE","NO 582 501","http://canmore.org.uk/site/34882",
"34899","NO55SW 10","Turin Hill","Fort(S) (Period Unassigned)","351400","753500","ANGUS","ANGUS","ABERLEMNO","NO 514 535","http://canmore.org.uk/site/34899",
"34912","NO55SW 20","Baldardo","Cairn (Period Unassigned), Cist (Period Unassigned), Cup And Ring Marked Rock (Prehistoric)","350571","753484","ANGUS","ANGUS","ABERLEMNO","NO 50571 53484","http://canmore.org.uk/site/34912",
"34925","NO55SW 32","Mains Of Balgavies","Lithic Working Site (Prehistoric)","353000","751100","ANGUS","ANGUS","ABERLEMNO","NO 530 511","http://canmore.org.uk/site/34925",
"34927","NO55SW 34","Turin Hill","Cup Marked Stone (Prehistoric)(Possible)","351900","753900","ANGUS","ANGUS","ABERLEMNO","NO 519 539","http://canmore.org.uk/site/34927",
"34929","NO55SW 36","Mains Of Balgavies","Cup Marked Stone (Prehistoric)","353500","751290","ANGUS","ANGUS","ABERLEMNO","NO 5350 5129","http://canmore.org.uk/site/34929",
"34938","NO55SW 44","Balgavies House","Cairn (Prehistoric)","354170","751730","ANGUS","ANGUS","ABERLEMNO","NO 5417 5173","http://canmore.org.uk/site/34938",
"34940","NO55SW 46","Haresburn","Barrow (Prehistoric)","352170","752085","ANGUS","ANGUS","RESCOBIE","NO 52170 52085","http://canmore.org.uk/site/34940",
"34941","NO55SW 47","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","353000","751500","ANGUS","ANGUS","ABERLEMNO","NO 530 515","http://canmore.org.uk/site/34941",
"34942","NO55SW 48","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","353500","751500","ANGUS","ANGUS","ABERLEMNO","NO 535 515","http://canmore.org.uk/site/34942",
"34943","NO55SW 49","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","353700","751700","ANGUS","ANGUS","ABERLEMNO","NO 537 517","http://canmore.org.uk/site/34943",
"34945","NO55SW 50","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","353800","751500","ANGUS","ANGUS","ABERLEMNO","NO 538 515","http://canmore.org.uk/site/34945",
"34948","NO55SW 53","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","353100","752100","ANGUS","ANGUS","ABERLEMNO","NO 531 521","http://canmore.org.uk/site/34948",
"34949","NO55SW 54","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","353100","751500","ANGUS","ANGUS","ABERLEMNO","NO 531 515","http://canmore.org.uk/site/34949",
"34950","NO55SW 55","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","354200","750600","ANGUS","ANGUS","RESCOBIE","NO 542 506","http://canmore.org.uk/site/34950",
"34951","NO55SW 56","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","352500","753000","ANGUS","ANGUS","RESCOBIE","NO 525 530","http://canmore.org.uk/site/34951",
"34952","NO55SW 57","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","353200","751800","ANGUS","ANGUS","ABERLEMNO","NO 532 518","http://canmore.org.uk/site/34952",
"34954","NO55SW 59","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","353300","751300","ANGUS","ANGUS","ABERLEMNO","NO 533 513","http://canmore.org.uk/site/34954",
"34955","NO55SW 6","Rescobie","Souterrain (Prehistoric)(Possible)","352000","753400","ANGUS","ANGUS","RESCOBIE","NO 520 534","http://canmore.org.uk/site/34955",
"34956","NO55SW 60","Balgavies","Findspot, Flint Scatter (Prehistoric), Unidentified Flint(S) (Flint)","353000","751800","ANGUS","ANGUS","ABERLEMNO","NO 530 518","http://canmore.org.uk/site/34956",
"34957","NO55SW 61","Turin Hill","Cup And Ring Marked Stone (Prehistoric)","351350","753470","ANGUS","ANGUS","RESCOBIE","NO 5135 5347","http://canmore.org.uk/site/34957",
"34965","NO55SW 7","Pitkennedy","Cist (Period Unassigned), Cinerary Urn(S), Necklace (Jet)","353990","753810","ANGUS","ANGUS","ABERLEMNO","NO 5399 5381","http://canmore.org.uk/site/34965",
"34966","NO55SW 70","Mains Of Balgavies","Cist (Period Unassigned), Inhumation (Period Unassigned)","353920","751610","ANGUS","ANGUS","ABERLEMNO","NO 5392 5161","http://canmore.org.uk/site/34966",
"34967","NO55SW 8","Hare Cairn","Cairn (Period Unassigned), Food Vessel","353700","754810","ANGUS","ANGUS","ABERLEMNO","NO 5370 5481","http://canmore.org.uk/site/34967",
"34968","NO55SW 9","Rescobie","Standing Stone (Prehistoric)","350960","752060","ANGUS","ANGUS","RESCOBIE","NO 5096 5206","http://canmore.org.uk/site/34968",
"34989","NO56NE 280","Balrennie","Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Souterrain (Prehistoric)","358550","766580","ANGUS","ANGUS","STRACATHRO","NO 5855 6658","http://canmore.org.uk/site/34989",
"35008","NO56NW 180","White Caterthun","Cairnfield (Period Unassigned), Field System (Period Unassigned), Pillow Mound (Period Unassigned), Ring Ditch House(S) (Prehistoric)","354000","765800","ANGUS","ANGUS","MENMUIR","NO 540 658","http://canmore.org.uk/site/35008",
"35021","NO56NW 3","Newbigging","Cairn (Period Unassigned), Ring Cairn (Neol/bronze Age)(Possible)","354130","769340","ANGUS","ANGUS","LETHNOT AND NAVAR","NO 5413 6934","http://canmore.org.uk/site/35021",
"35032","NO56NW 4","Newbigging","Hut Circle (Prehistoric)","354000","769650","ANGUS","ANGUS","LETHNOT AND NAVAR","NO 5400 6965","http://canmore.org.uk/site/35032",
"35043","NO56NW 5","Priest's Stone","Standing Stone (Prehistoric)","354040","768920","ANGUS","ANGUS","LETHNOT AND NAVAR","NO 5404 6892","http://canmore.org.uk/site/35043",
"35049","NO56NW 7","Hill Of Menmuir","Cairnfield (Period Unassigned), Field System (Period Unassigned), Hut Circle (Prehistoric)(Possible)","352000","765500","ANGUS","ANGUS","MENMUIR","NO 5200 6550","http://canmore.org.uk/site/35049",
"35110","NO56SE 9","Killievair Stone","Standing Stone (Prehistoric)","356210","760900","ANGUS","ANGUS","BRECHIN","NO 5621 6090","http://canmore.org.uk/site/35110",
"35117","NO56SW 15","Kirkton Of Menmuir","Barrow(S) (Prehistoric)(Possible), Cist (Period Unassigned), Flat Axehead (Bronze)","354400","763200","ANGUS","ANGUS","MENMUIR","NO 544 632","http://canmore.org.uk/site/35117",
"35126","NO56SW 22","Mansworn Rig","Cairnfield (Period Unassigned), Field System (Period Unassigned), Hut Circle (Prehistoric)","350270","764680","ANGUS","ANGUS","MENMUIR","NO 5027 6468","http://canmore.org.uk/site/35126",
"35145","NO57NE 3","Colmeallie","Recumbent Stone Circle (Neol/bronze Age)","356560","778110","ANGUS","ANGUS","EDZELL","NO 5656 7811","http://canmore.org.uk/site/35145",
"35146","NO57NE 4","Burn Of Holmhead","Field System (Period Unassigned), Hut Circle(S) (Prehistoric)","355600","777600","ANGUS","ANGUS","EDZELL","NO 556 776","http://canmore.org.uk/site/35146",
"35160","NO57SE 12","Craig Of Cornescorn","Cairnfield (Period Unassigned), Hut Circle(S) (Prehistoric), Rig And Furrow (Medieval)","356000","774300","ANGUS","ANGUS","EDZELL","NO 560 743","http://canmore.org.uk/site/35160",
"35225","NO57SE 71","Craig Of Cornescorn","Kerb Cairn (Prehistoric)","356400","774100","ANGUS","ANGUS","EDZELL","NO 564 741","http://canmore.org.uk/site/35225",
"35229","NO57SE 75","Cornescorn","Hut Circle (Prehistoric)","356530","774330","ANGUS","ANGUS","EDZELL","NO 5653 7433","http://canmore.org.uk/site/35229",
"35239","NO58SW 40","Blackhills","Field System (Period Unassigned), Hut Circle (Prehistoric)","354140","780620","ANGUS","ANGUS","LOCHLEE","NO 5414 8062","http://canmore.org.uk/site/35239",
"35374","NO63NW 10","Balcathie","Pit Alignment (Prehistoric)","360600","739500","ANGUS","ANGUS","ARBIRLOT","NO 606 395","http://canmore.org.uk/site/35374",
"35380","NO63NW 5","Cotton Of Balcathie","Rig And Furrow (Medieval), Souterrain (Prehistoric), Unenclosed Settlement (Period Unassigned)","360100","738800","ANGUS","ANGUS","ARBIRLOT","NO 601 388","http://canmore.org.uk/site/35380",
"35384","NO63NW 9","Balcathie","Pit Alignment (Prehistoric)","360600","739400","ANGUS","ANGUS","ARBIRLOT","NO 606 394","http://canmore.org.uk/site/35384",
"35387","NO64NE 11","Inverkeilor","Field System (Period Unassigned)(Possible), Pit Alignment (Prehistoric), Unenclosed Settlement (Period Unassigned)","367100","749700","ANGUS","ANGUS","INVERKEILOR","NO 671 497","http://canmore.org.uk/site/35387",
"35392","NO64NE 16","Newbarns","Souterrain (Prehistoric)(Possible)","368293","749255","ANGUS","ANGUS","INVERKEILOR","NO 68293 49255","http://canmore.org.uk/site/35392",
"35402","NO64NE 25","Newbarns Smithy","Enclosure(S) (Period Unassigned), Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","367620","749140","ANGUS","ANGUS","INVERKEILOR","NO 6762 4914","http://canmore.org.uk/site/35402",
"35423","NO64NE 43","Raesmill Burn","Rig And Furrow (Medieval), Souterrain (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","368270","748350","ANGUS","ANGUS","INVERKEILOR","NO 6827 4835","http://canmore.org.uk/site/35423",
"35428","NO64NE 48","Newbarns","Enclosure(S) (Period Unassigned), Linear Feature(S) (Period Unassigned), Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","368770","749340","ANGUS","ANGUS","INVERKEILOR","NO 68770 49340","http://canmore.org.uk/site/35428",
"35429","NO64NE 49","Newbarns","Linear Feature(S) (Period Unassigned), Pit(S) (Period Unassigned), Souterrain (Prehistoric)(Possible), Square Barrow (Iron Age)","368256","749110","ANGUS","ANGUS","INVERKEILOR","NO 68256 49110","http://canmore.org.uk/site/35429",
"35431","NO64NE 50","Newbarns","Barrow (Prehistoric)(Possible)","368457","749177","ANGUS","ANGUS","INVERKEILOR","NO 68457 49177","http://canmore.org.uk/site/35431",
"35435","NO64NE 54","Meg Taylors","Cropmark(S) (Period Unknown), Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","367500","749200","ANGUS","ANGUS","INVERKEILOR","NO 6750 4920","http://canmore.org.uk/site/35435",
"35439","NO64NE 8","West Mains Of Ethie","Carved Stone (Period Unassigned), Long Cist (Early Medieval), Promontory Fort (Period Unassigned)","369280","746000","ANGUS","ANGUS","INVERKEILOR","NO 6928 4600","http://canmore.org.uk/site/35439",
"35458","NO64NW 25","Balneaves Cottage","Enclosed Cremation Cemetery (Bronze Age), Cinerary Urn(S)","360516","749694","ANGUS","ANGUS","KINNELL","NO 60516 49694","http://canmore.org.uk/site/35458",
"35459","NO64NW 26","Balneaves Cottage","Barrow (Prehistoric)","360470","749700","ANGUS","ANGUS","KINNELL","NO 6047 4970","http://canmore.org.uk/site/35459",
"35460","NO64NW 27","Balneaves Cottage","Pit Defined Cursus (Neolithic), Pit Enclosure (Prehistoric), Rig And Furrow (Medieval)","360580","749470","ANGUS","ANGUS","KINNELL","NO 60580 49470","http://canmore.org.uk/site/35460",
"35466","NO64NW 32","Newton","Souterrain (Prehistoric)","360800","746500","ANGUS","ANGUS","ARBROATH AND ST VIGEANS","NO 608 465","http://canmore.org.uk/site/35466",
"35467","NO64NW 33","Newton","Pit Alignment (Prehistoric)","360900","746500","ANGUS","ANGUS","ARBROATH AND ST VIGEANS","NO 609 465","http://canmore.org.uk/site/35467",
"35471","NO64NW 37","Invergighty Cottage","Cropmark(S) (Period Unknown), Ring Ditch (Period Unassigned)","361450","749540","ANGUS","ANGUS","KINNELL","NO 6145 4954","http://canmore.org.uk/site/35471",
"35472","NO64NW 38","Douglasmuir","Ring Ditch House(S) (Prehistoric)","361700","748100","ANGUS","ANGUS","INVERKEILOR","NO 617 481","http://canmore.org.uk/site/35472",
"35476","NO64NW 41","Boysack","Barrow(S) (Prehistoric), Linear Feature(S) (Period Unassigned), Ring Ditch(S) (Period Unassigned), Square Barrow(S) (Iron Age), Unenclosed Settlement (Period Unassigned)","361740","749430","ANGUS","ANGUS","INVERKEILOR","NO 6174 4943","http://canmore.org.uk/site/35476",
"35478","NO64NW 43","Loanhead","Barrow (Prehistoric), Geological Cropmark (Period Unknown)","362000","746700","ANGUS","ANGUS","ARBROATH AND ST VIGEANS","NO 620 467","http://canmore.org.uk/site/35478",
"35486","NO64NW 50","Hatton Mill","Barrow(S) (Prehistoric)(Possible), Cropmark(S) (Period Unknown)","361700","749800","ANGUS","ANGUS","KINNELL","NO 617 498","http://canmore.org.uk/site/35486",
"35488","NO64NW 52","Balneaves Cottage","Barrow (Prehistoric)(Possible), Enclosure (Period Unassigned)","360824","749556","ANGUS","ANGUS","KINNELL","NO 60824 49556","http://canmore.org.uk/site/35488",
"35489","NO64NW 53","Friockheim","Pit(S) (Period Unassigned), Pit Alignment (Prehistoric)","360000","749770","ANGUS","ANGUS","KINNELL","NO 6000 4977","http://canmore.org.uk/site/35489",
"35495","NO64NW 59","Lunan Bank","Enclosure(S) (Period Unassigned), Field Boundary(S) (Period Unassigned), Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Souterrain (Prehistoric)(Possible)","364330","748350","ANGUS","ANGUS","INVERKEILOR","NO 6433 4835","http://canmore.org.uk/site/35495",
"35500","NO64NW 63","Hodgeton","Pit Alignment (Prehistoric)","363700","749800","ANGUS","ANGUS","INVERKEILOR","NO 637 498","http://canmore.org.uk/site/35500",
"35501","NO64NW 64","Leys","Hearth (Period Unassigned)(Possible), Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Ring Ditch(S) (Period Unassigned), Roundhouse (Prehistoric), Unenclosed Settlement (Period Unassigned)","361500","747400","ANGUS","ANGUS","INVERKEILOR","NO 615 474","http://canmore.org.uk/site/35501",
"35502","NO64NW 65","Leys","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)(Possible)","361800","747450","ANGUS","ANGUS","INVERKEILOR","NO 6180 4745","http://canmore.org.uk/site/35502",
"35506","NO64NW 69","Balneaves Cottage","Souterrain (Prehistoric)(Possible)","360902","749889","ANGUS","ANGUS","KINNELL","NO 60902 49889","http://canmore.org.uk/site/35506",
"35514","NO64NW 76","Boysack","Rig And Furrow (Medieval), Souterrain (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","362230","748730","ANGUS","ANGUS","INVERKEILOR","NO 6223 4873","http://canmore.org.uk/site/35514",
"35518","NO64NW 8","Leysmill","Barrow(S) (Prehistoric)","360000","747000","ANGUS","ANGUS","INVERKEILOR","NO 60 47","http://canmore.org.uk/site/35518",
"35521","NO64NW 82","Bandoch Quarry","Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","364200","749200","ANGUS","ANGUS","INVERKEILOR","NO 6420 4920","http://canmore.org.uk/site/35521",
"35545","NO64SW 17","Arbroath, Eastern Cemetery","Souterrain (Prehistoric)","364390","742270","ANGUS","ANGUS","ARBROATH AND ST VIGEANS","NO 6439 4227","http://canmore.org.uk/site/35545",
"35677","NO65NE 25","Langleypark","Barrow (Prehistoric), Enclosure (Period Unassigned), Plantation Bank(S) (Period Unassigned), Rig And Furrow (Medieval), Unenclosed Settlement (Period Unassigned)","368400","759900","ANGUS","ANGUS","DUN","NO 6840 5990","http://canmore.org.uk/site/35677",
"35688","NO65NE 35","Old Montrose","Barrow(S) (Prehistoric), Pit(S) (Period Unassigned), Rig And Furrow (Medieval)","366480","757030","ANGUS","ANGUS","MARYTON","NO 6648 5703","http://canmore.org.uk/site/35688",
"35705","NO65NE 50","Powis","Souterrain (Prehistoric), Unenclosed Settlement (Period Unassigned)","366060","757030","ANGUS","ANGUS","MARYTON","NO 6606 5703","http://canmore.org.uk/site/35705",
"35707","NO65NE 52","Powis","Barrow(S) (Prehistoric)","366310","756800","ANGUS","ANGUS","MARYTON","NO 6631 5680","http://canmore.org.uk/site/35707",
"35740","NO65NW 28","Red Den","Barrow (Prehistoric)(Possible), Cinerary Urn (Possible)","361200","755100","ANGUS","ANGUS","FARNELL","NO 612 551","http://canmore.org.uk/site/35740",
"35752","NO65NW 39","Arrat's Mill","Four Poster Stone Circle (Bronze Age)(Possible), Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","364630","758570","ANGUS","ANGUS","BRECHIN","NO 6463 5857","http://canmore.org.uk/site/35752",
"35769","NO65NW 52","Arrat","Pit(S) (Period Unassigned), Pit Alignment (Prehistoric), Rig And Furrow (Medieval), Ring Ditch (Period Unassigned)","364440","758800","ANGUS","ANGUS","BRECHIN","NO 6444 5880","http://canmore.org.uk/site/35769",
"35775","NO65NW 58","Gowanhead","Pit Alignment (Prehistoric)","361700","756600","ANGUS","ANGUS","FARNELL","NO 617 566","http://canmore.org.uk/site/35775",
"35782","NO65NW 64","Kinnaird Estate","Lithic Working Site (Prehistoric)","362000","758000","ANGUS","ANGUS","BRECHIN","NO 620 580","http://canmore.org.uk/site/35782",
"35794","NO65SE 12","Lunan","Midden, Souterrain (Prehistoric), Coin(S) (15th Century), Organic Material(S) (Shell), Organic Material(S) (Bone), Thimble, Toy, Unidentified Pottery(S) (Medieval)","368000","751000","ANGUS","ANGUS","LUNAN","NO 68 51","http://canmore.org.uk/site/35794",
"35800","NO65SE 18","Red Castle","Barrow(S) (Prehistoric), Square Barrow(S) (Iron Age)","368780","750850","ANGUS","ANGUS","INVERKEILOR","NO 6878 5085","http://canmore.org.uk/site/35800",
"35803","NO65SE 20","Ironshill","Cropmark(S) (Period Unknown), Enclosure (Period Unassigned)(Possible), Pit Alignment (Prehistoric)(Possible)","367700","750200","ANGUS","ANGUS","INVERKEILOR","NO 677 502","http://canmore.org.uk/site/35803",
"35826","NO65SW 15","Kinnell","Barrow (Prehistoric)","360000","750000","ANGUS","ANGUS","KINNELL","NO 60 50","http://canmore.org.uk/site/35826",
"35842","NO65SW 3","Fithie","Souterrain (Prehistoric), Unidentified Pottery (Roman)","363240","754490","ANGUS","ANGUS","FARNELL","NO 6324 5449","http://canmore.org.uk/site/35842",
"35844","NO65SW 31","Hatton Mill","Cropmark(S) (Period Unknown), Ditch (Period Unassigned), Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Ring Ditch (Period Unassigned), Roundhouse (Prehistoric), Structure(S) (Period Unassigned), Unidentified Pottery(S) (Neolithic)","361800","750100","ANGUS","ANGUS","KINNELL","NO 618 501","http://canmore.org.uk/site/35844",
"35876","NO66NE 19","Gallery","Enclosure(S) (Period Unassigned), Rig And Furrow (Medieval), Ring Ditch House (Prehistoric)(Possible)","367500","765700","ANGUS","ANGUS","LOGIE PERT","NO 675 657","http://canmore.org.uk/site/35876",
"35948","NO66NW 20","Ballownie","Barrow (Prehistoric)","361130","765100","ANGUS","ANGUS","STRACATHRO","NO 6113 6510","http://canmore.org.uk/site/35948",
"35949","NO66NW 21","Ballownie","Barrow (Prehistoric)","361040","765080","ANGUS","ANGUS","STRACATHRO","NO 6104 6508","http://canmore.org.uk/site/35949",
"35981","NO66NW 5","Gallows Knap, Edzell Wood","Barrow (Prehistoric)","360060","767530","ANGUS","ANGUS","EDZELL","NO 6006 6753","http://canmore.org.uk/site/35981",
"35982","NO66NW 50","Inchbare North","Pit(S) (Period Unassigned), Pit Alignment(S) (Prehistoric), Pit Defined Cursus (Neolithic), Rig And Furrow (Medieval), Ring Ditch(S) (Period Unassigned)(Possible), Unenclosed Settlement (Period Unassigned)","360860","765794","ANGUS","ANGUS","STRACATHRO","NO 60860 65794","http://canmore.org.uk/site/35982",
"36001","NO66NW 7","Ballownie","Barrow (Prehistoric)","361000","765000","ANGUS","ANGUS","STRACATHRO","NO 610 650","http://canmore.org.uk/site/36001",
"36027","NO66SE 30","Prettycur","Enclosure (Period Unassigned)(Possible), Pit Alignment (Prehistoric)(Possible)","369440","760680","ANGUS","ANGUS","MONTROSE","NO 6944 6068","http://canmore.org.uk/site/36027",
"36031","NO66SE 4","House Of Dun Policies, Den Wood, Fordhouse Barrow","Barrow (Prehistoric)","366580","760530","ANGUS","ANGUS","DUN","NO 6658 6053","http://canmore.org.uk/site/36031",
"36047","NO66SW 19","Bridge Of Cruick","Pit Alignment (Prehistoric)","361022","764318","ANGUS","ANGUS","STRACATHRO","NO 61022 64318","http://canmore.org.uk/site/36047",
"36237","NO75NW 25","Montrose, 32 Castle Street","Hearth(S) (Medieval), Midden(S) (Medieval), Unidentified Pottery (Prehistoric), Unidentified Pottery (13th Century)","371270","757570","ANGUS","ANGUS","MONTROSE","NO 7127 5757","http://canmore.org.uk/site/36237",
"36241","NO75NW 29","Newbigging","Enclosure (Period Unassigned), Pit(S) (Period Unassigned), Ring Ditch(S) (Period Unassigned)(Possible), Souterrain (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)(Possible)","370100","759500","ANGUS","ANGUS","MONTROSE","NO 701 595","http://canmore.org.uk/site/36241",
"36243","NO75NW 30","Tayock Burn","Souterrain (Prehistoric)(Possible)","370200","759600","ANGUS","ANGUS","MONTROSE","NO 702 596","http://canmore.org.uk/site/36243",
"36343","NO76SW 11","Wardhouse","Enclosure (Period Unassigned), Roundhouse(S) (Prehistoric)","371700","760200","ANGUS","ANGUS","MONTROSE","NO 717 602","http://canmore.org.uk/site/36343",
