CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"2320","HY33SE 9","Rousay, Innister, Knowe Of Hammar","Burnt Mound (Prehistoric)","338940","1033510","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3894 3351","http://canmore.org.uk/site/2320",
"2329","HY40NE 15","Lang Hill, 'the Five Hillocks'","Barrow(S) (Prehistoric)","349250","1006700","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 4925 0670","http://canmore.org.uk/site/2329",
"2342","HY40NE 4","The Five Hillocks, Rashieburn","Barrow(S) (Prehistoric)","345980","1005360","ORKNEY ISLANDS","ORKNEY","HOLM","HY 4598 0536","http://canmore.org.uk/site/2342",
"2347","HY40NE 9","'grimsquoy'","Burnt Mound (Prehistoric)(Possible), Mound(S) (Period Unassigned)","347290","1008460","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 4729 0846","http://canmore.org.uk/site/2347",
"2356","HY40NW 4","'newbigging'","Barrow (Prehistoric), Cist(S) (Period Unassigned)","343450","1009830","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 4345 0983","http://canmore.org.uk/site/2356",
"2357","HY40NW 5","Crantit","Souterrain (Prehistoric)","344000","1009000","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 44 09","http://canmore.org.uk/site/2357",
"2359","HY40NW 7","Orquil Farm","Souterrain (Prehistoric)","342800","1009700","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 428 097","http://canmore.org.uk/site/2359",
"2362","HY40SE 1","Laughton's Knowe","Barrow (Prehistoric)","348260","1002580","ORKNEY ISLANDS","ORKNEY","HOLM","HY 4826 0258","http://canmore.org.uk/site/2362",
"2363","HY40SE 10","Tower Of Clett","Burnt Mound (Prehistoric)","349497","1001654","ORKNEY ISLANDS","ORKNEY","HOLM","HY 49497 01654","http://canmore.org.uk/site/2363",
"2373","HY40SE 2","Hall Of Gorn","Barrow (Prehistoric), Mound(S) (Period Unassigned)","348370","1002610","ORKNEY ISLANDS","ORKNEY","HOLM","HY 4837 0261","http://canmore.org.uk/site/2373",
"2375","HY40SE 21","Burn Of Gangsta","Burnt Mound (Prehistoric)","345730","1003500","ORKNEY ISLANDS","ORKNEY","HOLM","HY 4573 0350","http://canmore.org.uk/site/2375",
"2376","HY40SE 22","Roma","Souterrain (Prehistoric)","347830","1003140","ORKNEY ISLANDS","ORKNEY","HOLM","HY 4783 0314","http://canmore.org.uk/site/2376",
"2384","HY40SE 3","Valdigar","Barrow(S) (Prehistoric)","346300","1002700","ORKNEY ISLANDS","ORKNEY","HOLM","HY 463 027","http://canmore.org.uk/site/2384",
"2388","HY40SE 7","Crearhowe","Burnt Mound (Prehistoric)","349300","1002350","ORKNEY ISLANDS","ORKNEY","HOLM","HY 4930 0235","http://canmore.org.uk/site/2388",
"2393","HY41NE 11","Shapinsay, Waltness, 'hillock Of Homrie'","Burnt Mound (Prehistoric)","347780","1019380","ORKNEY ISLANDS","ORKNEY","SHAPINSAY","HY 4778 1938","http://canmore.org.uk/site/2393",
"2394","HY41NE 12","'cliffdale'","Souterrain (Prehistoric), Ring (Gold)","347000","1016000","ORKNEY ISLANDS","ORKNEY","SHAPINSAY","HY 47 16","http://canmore.org.uk/site/2394",
"2395","HY41NE 13","Shapinsay, Setter Noost","Midden (Period Unassigned), Structure (Period Unassigned), Comb (Iron Age), Lamp, Unidentified Pottery (Iron Age)","347300","1016210","ORKNEY ISLANDS","ORKNEY","SHAPINSAY","HY 4730 1621","http://canmore.org.uk/site/2395",
"2417","HY41NE 7","Shapinsay, Strathore","Burnt Mound (Prehistoric)","349000","1019330","ORKNEY ISLANDS","ORKNEY","SHAPINSAY","HY 4900 1933","http://canmore.org.uk/site/2417",
"2420","HY41NW 1","West Puldrite","Barrow(S) (Prehistoric), Cist (Period Unassigned)","341480","1018570","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 4148 1857","http://canmore.org.uk/site/2420",
"2423","HY41NW 2","Varme Dale","Barrow(S) (Prehistoric)","340740","1018560","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 4074 1856","http://canmore.org.uk/site/2423",
"2424","HY41NW 3","West Puldrite","Barrow (Prehistoric), Cist (Period Unassigned), Mound (Period Unassigned)","341310","1018660","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 4131 1866","http://canmore.org.uk/site/2424",
"2426","HY41NW 5","Knowes Of Euro","Barrow(S) (Prehistoric), Cist (Period Unassigned)","341310","1018830","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 4131 1883","http://canmore.org.uk/site/2426",
"2435","HY41SE 13","Holland","Barrow(S) (Prehistoric)","347700","1011100","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 477 111","http://canmore.org.uk/site/2435",
"2447","HY41SE 24","Holland","Souterrain (Prehistoric)","347720","1011380","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 4772 1138","http://canmore.org.uk/site/2447",
"2527","HY41SW 19","Grainbank","Souterrain (Prehistoric)","344130","1011610","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 4413 1161","http://canmore.org.uk/site/2527",
"2535","HY41SW 24","Hatston","Souterrain (Prehistoric), Structure(S) (Period Unassigned)","344120","1011620","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 4412 1162","http://canmore.org.uk/site/2535",
"2541","HY41SW 3","Hatston","Souterrain (Prehistoric)","343620","1012380","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 4362 1238","http://canmore.org.uk/site/2541",
"2563","HY41SW 5","Saverock","Souterrain (Prehistoric)","343680","1012960","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 4368 1296","http://canmore.org.uk/site/2563",
"2574","HY41SW 6","Saverock","Burnt Mound (Prehistoric)","343480","1012800","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 4348 1280","http://canmore.org.uk/site/2574",
"2618","HY42NE 1","Wyre, Skirmie Clett","Burnt Mound (Prehistoric)(Possible), Enclosure(S) (Period Unassigned)","345550","1026220","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4555 2622","http://canmore.org.uk/site/2618",
"2622","HY42NE 5","Egilsay, Kirbist","Burnt Mound (Prehistoric)","347550","1028900","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4755 2890","http://canmore.org.uk/site/2622",
"2634","HY42NW 2","Rousay, Taversoe Tuick","Chambered Cairn (Neolithic)","342570","1027610","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4257 2761","http://canmore.org.uk/site/2634",
"2642","HY42NW 27","Rousay, 'gripps'","Souterrain (Prehistoric)","340530","1027230","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4053 2723","http://canmore.org.uk/site/2642",
"2643","HY42NW 28","Rousay, 'westoval'","Standing Stone (Prehistoric)","341000","1029000","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 41 29","http://canmore.org.uk/site/2643",
"2646","HY42NW 30","Rousay, Knarston, Knowe Of Oro","Burnt Mound (Prehistoric)","344400","1029510","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4440 2951","http://canmore.org.uk/site/2646",
"2647","HY42NW 31","Rousay, Cruar","Burnt Mound (Prehistoric)","344700","1028910","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4470 2891","http://canmore.org.uk/site/2647",
"2651","HY42NW 35","Wyre, Testaquoy","Burnt Mound(S) (Prehistoric)","343670","1025800","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4367 2580","http://canmore.org.uk/site/2651",
"2667","HY42NW 7","Rousay, Frotoft, Long Stone","Standing Stone (Prehistoric)","340410","1027500","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4041 2750","http://canmore.org.uk/site/2667",
"2670","HY42SE 1","Gairsay, Sweyn's Castle","Burnt Mound (Prehistoric)","345070","1021950","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 4507 2195","http://canmore.org.uk/site/2670",
"2671","HY42SE 2","Shapinsay, Garth","Burnt Mound (Prehistoric)","348660","1020160","ORKNEY ISLANDS","ORKNEY","SHAPINSAY","HY 4866 2016","http://canmore.org.uk/site/2671",
"2680","HY42SW 12","St Thomas's Kirk, Hall Of Rendall","Broch (Iron Age)(Possible), Settlement (Period Unassigned), Carved Stone Ball, Unidentified Pottery (Iron Age)","342500","1020970","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 4250 2097","http://canmore.org.uk/site/2680",
"2696","HY43NE 1","Westray, Benziecott","Burnt Mound(S) (Prehistoric)","349970","1039230","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4997 3923","http://canmore.org.uk/site/2696",
"2702","HY43SE 6","Kili Holm","House (Prehistoric)","347630","1032650","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4763 3265","http://canmore.org.uk/site/2702",
"2705","HY43SW 1","Rousay, Yatenes Stone","Standing Stone (Prehistoric)","344710","1032710","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4471 3271","http://canmore.org.uk/site/2705",
"2716","HY43SW 2","Rousay, Woo","Burnt Mound (Prehistoric)","343460","1031130","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4346 3113","http://canmore.org.uk/site/2716",
"2717","HY43SW 20","Rousay, Rinyo","Settlement (Neolithic)","343980","1032240","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4398 3224","http://canmore.org.uk/site/2717",
"2722","HY43SW 25","Rousay, Woo","Burnt Mound (Prehistoric)","343360","1030920","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4336 3092","http://canmore.org.uk/site/2722",
"2727","HY43SW 3","Rousay, Langskaill","Burnt Mound (Prehistoric)","340200","1033100","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4020 3310","http://canmore.org.uk/site/2727",
"2729","HY43SW 31","Rousay, Garsnie Geo","Treb Dyke (Prehistoric)","343320","1032760","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4332 3276","http://canmore.org.uk/site/2729",
"2730","HY43SW 32","Rousay, 'green Gairsty'","Treb Dyke (Prehistoric)","341050","1032730","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4105 3273","http://canmore.org.uk/site/2730",
"2735","HY43SW 37","Rousay, Curquoy, Suso Burn","Burnt Mound (Prehistoric)","342250","1030850","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4225 3085","http://canmore.org.uk/site/2735",
"2736","HY43SW 4","Rousay, Brendale","Burnt Mound (Prehistoric)","343000","1031400","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 430 314","http://canmore.org.uk/site/2736",
"2743","HY44NE 10","Westray, Gill Pier","Burnt Mound (Prehistoric)","345020","1049230","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4502 4923","http://canmore.org.uk/site/2743",
"2757","HY44NE 4","Westray, Garth","Burnt Mound (Prehistoric)","346610","1045250","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4661 4525","http://canmore.org.uk/site/2757",
"2758","HY44NE 5","Westray, Cleat","Settlement (Prehistoric)(Possible)","346570","1046820","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4657 4682","http://canmore.org.uk/site/2758",
"2773","HY44NW 18","Westray, 'n Of Pierowall'","Burnt Mound (Prehistoric)","343000","1048000","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 43 48","http://canmore.org.uk/site/2773",
"2774","HY44NW 19","Westray, Loch Of Burness","Burnt Mound (Prehistoric)","342680","1048070","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4268 4807","http://canmore.org.uk/site/2774",
"2776","HY44NW 20","Westray, Loch Of Burness","Burnt Mound (Prehistoric)","342900","1048100","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 429 481","http://canmore.org.uk/site/2776",
"2790","HY44NW 33","Westray, Links Of Noltland","Building(S) (Bronze Age), Floor(S) (Period Unassigned), Inhumation(S) (Bronze Age), Settlement (Neolithic), Animal Remains (Bone), Carved Object (Neolithic)","342800","1049300","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 428 493","http://canmore.org.uk/site/2790",
"2794","HY44NW 37","Westray, Hilldavale","Burnt Mound (Prehistoric)(Possible)","342610","1047880","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4261 4788","http://canmore.org.uk/site/2794",
"2795","HY44NW 38","Westray, Loch Of Burness","Burnt Mound (Prehistoric)","342000","1048000","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 42 48","http://canmore.org.uk/site/2795",
"2796","HY44NW 39","Westray, Burn Of Finchaley","Treb Dyke (Prehistoric)","342100","1047070","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4210 4707","http://canmore.org.uk/site/2796",
"2798","HY44NW 40","Westray, South Of Our Ness","Treb Dyke (Prehistoric)","341730","1049410","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4173 4941","http://canmore.org.uk/site/2798",
"2805","HY44NW 5","Westray, Quoybirse","Standing Stone (Prehistoric)","344450","1047170","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4445 4717","http://canmore.org.uk/site/2805",
"2807","HY44NW 7","Westray, Pierowall","Souterrain (Prehistoric)","343000","1048000","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 43 48","http://canmore.org.uk/site/2807",
"2808","HY44NW 8","Westray, 'near Pierowall',","Standing Stone (Prehistoric)","340000","1040000","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4 4","http://canmore.org.uk/site/2808",
"2809","HY44NW 9","Westray, Noup","Burnt Mound (Prehistoric)(Possible)","341680","1048930","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4168 4893","http://canmore.org.uk/site/2809",
"2821","HY44SE 4","Westray, Loch Of Wastbist","Burnt Mound (Prehistoric)","348980","1042630","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4898 4263","http://canmore.org.uk/site/2821",
"2822","HY44SE 5","Westray, Tuquoy","Midden (Period Unassigned), Settlement (Period Unassigned)","345460","1043130","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4546 4313","http://canmore.org.uk/site/2822",
"2826","HY44SE 9","Westray, Ness Of Tuquoy","Settlement (Prehistoric)","345930","1043250","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4593 4325","http://canmore.org.uk/site/2826",
"2841","HY44SW 3","Westray, Berst Ness","Field System (Period Unassigned), Unenclosed Settlement (Period Unassigned)","344000","1042000","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 440 420","http://canmore.org.uk/site/2841",
"2843","HY44SW 5","Westray, Langskaill","Burnt Mound (Prehistoric)","343630","1043010","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4363 4301","http://canmore.org.uk/site/2843",
"2847","HY44SW 9","Westray, Langskaill","Settlement (Period Unassigned), Souterrain (Prehistoric), Structure (Period Unassigned)","343830","1042870","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4383 4287","http://canmore.org.uk/site/2847",
"2849","HY45SE 10","Papa Westray, 'milliemahoose'","Burnt Mound (Prehistoric)","348950","1051670","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 4895 5167","http://canmore.org.uk/site/2849",
"2853","HY45SE 14","Papa Westray, King's Craig","Farmstead (Post Medieval), Settlement (Prehistoric)(Possible), Settlement (Norse)(Possible)","348400","1050620","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 4840 5062","http://canmore.org.uk/site/2853",
"2854","HY45SE 15","Papa Westray, Kirk Of Howe","Broch (Iron Age)(Possible), Chapel (Period Unassigned), Settlement (Period Unassigned), Standing Stone (Prehistoric)","349300","1053000","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 493 530","http://canmore.org.uk/site/2854",
"2858","HY45SE 18","Westray, Bay Of Skaill","Settlement (Period Unassigned)","345540","1051240","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4554 5124","http://canmore.org.uk/site/2858",
"2860","HY45SE 2","Papa Westray, Knowe Of Backiskaill","Burnt Mound (Prehistoric)","348530","1050900","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 4853 5090","http://canmore.org.uk/site/2860",
"2865","HY45SE 24","Papa Westray, St Tredwell's Chapel","Standing Stone(S) (Prehistoric)","349600","1050800","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 496 508","http://canmore.org.uk/site/2865",
"2866","HY45SE 25","Papa Westray, Cott","Settlement (Prehistoric)","349880","1052950","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 4988 5295","http://canmore.org.uk/site/2866",
"2871","HY45SE 3","Papa Westray, Kraa-tooies","Barrow(S) (Prehistoric)","349700","1054400","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 497 544","http://canmore.org.uk/site/2871",
"2878","HY45SE 36","Papa Westray, The Gairsty","Treb Dyke (Prehistoric)","348460","1050340","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 4846 5034","http://canmore.org.uk/site/2878",
"2904","HY45SE 6","Papa Westray, Holland","Burnt Mound(S) (Prehistoric)(Possible), Site (Period Unassigned)","348720","1051230","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 4872 5123","http://canmore.org.uk/site/2904",
"2909","HY45SE 64","Papa Westray, Backaskaill","Findspot, Stone Ball (Stone)(Prehistoric)","348400","1050900","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 484 509","http://canmore.org.uk/site/2909",
"2913","HY45SE 7","Papa Westray, Newbigging","Burnt Mound(S) (Prehistoric)","349130","1053340","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 4913 5334","http://canmore.org.uk/site/2913",
"2914","HY45SE 8","Papa Westray, Near Kirk Of Howe","Burnt Mound (Prehistoric)(Possible)","349300","1053000","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 493 530","http://canmore.org.uk/site/2914",
"2915","HY45SE 9","Papa Westray, Knowes Of Mayback","Burnt Mound(S) (Prehistoric)","349420","1052280","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 4942 5228","http://canmore.org.uk/site/2915",
"2928","HY50NE 15","Mull Head","Souterrain (Prehistoric)","359370","1009720","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5937 0972","http://canmore.org.uk/site/2928",
"2937","HY50NE 23","Windbreck","Burnt Mound (Prehistoric)","355000","1005000","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 55 05","http://canmore.org.uk/site/2937",
"2944","HY50NE 3","Greentoft","Burnt Mound(S) (Prehistoric)","356860","1006980","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5686 0698","http://canmore.org.uk/site/2944",
"2957","HY50NE 41","Greentoft","Burnt Mound (Prehistoric)","356700","1006820","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5670 0682","http://canmore.org.uk/site/2957",
"2966","HY50NE 9","South Keigar","Souterrain (Prehistoric)","355200","1006300","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 552 063","http://canmore.org.uk/site/2966",
"2968","HY50NW 10","Hawell","Burnt Mound (Prehistoric)","351240","1006520","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5124 0652","http://canmore.org.uk/site/2968",
"2969","HY50NW 11","Breck","Burnt Mound (Prehistoric)","351470","1006040","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5147 0604","http://canmore.org.uk/site/2969",
"2970","HY50NW 12","Millbrae","Burnt Mound(S) (Prehistoric)","351300","1005200","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 513 052","http://canmore.org.uk/site/2970",
"2975","HY50NW 17","Grind","Lithic Implement(S) (Stone)","350300","1006600","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 503 066","http://canmore.org.uk/site/2975",
"2979","HY50NW 20","Grind","Burnt Mound (Prehistoric)","350300","1006650","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5030 0665","http://canmore.org.uk/site/2979",
"2982","HY50NW 23","Loch Of Tankerness","Burnt Mound (Prehistoric), Settlement (Period Unassigned)","352190","1009280","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5219 0928","http://canmore.org.uk/site/2982",
"2995","HY50NW 35","Ness","Burnt Mound (Prehistoric)","354360","1009360","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5436 0936","http://canmore.org.uk/site/2995",
"2996","HY50NW 36","Ness","Settlement (Prehistoric)(Possible)","354270","1009340","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5427 0934","http://canmore.org.uk/site/2996",
"2998","HY50NW 38","Tankerness, Mine Howe","Enclosure (Period Unassigned), Settlement (Period Unassigned), Subterranean Structure (Period Unassigned)","351050","1006030","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5105 0603","http://canmore.org.uk/site/2998",
"3024","HY50SE 1","Mussaquoy","Burnt Mound (Prehistoric)(Possible)","356600","1003690","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5660 0369","http://canmore.org.uk/site/3024",
"3032","HY50SE 2","Lower Gritley","Burnt Mound(S) (Prehistoric)","356000","1004400","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 560 044","http://canmore.org.uk/site/3032",
"3033","HY50SE 3","Newark","Burial Ground (Period Unassigned), Carved Stone (Pictish), Chapel (Period Unassigned), Lairds House (Period Unassigned), Souterrain(S) (Prehistoric)","357460","1004130","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5746 0413","http://canmore.org.uk/site/3033",
"3042","HY50SW 11","Stembister","Burnt Mound (Prehistoric)(Possible)","353840","1002230","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5384 0223","http://canmore.org.uk/site/3042",
"3043","HY50SW 12","Dingyshowe Bay, 'peerie Howe'","Burnt Mound (Prehistoric)(Possible), Shell Midden (Period Unassigned)","354750","1003240","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5475 0324","http://canmore.org.uk/site/3043",
"3060","HY50SW 5","Campston","Burnt Mound (Prehistoric)","353420","1004280","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5342 0428","http://canmore.org.uk/site/3060",
"3061","HY50SW 6","Stembister","Standing Stone (Prehistoric)","354130","1002390","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5413 0239","http://canmore.org.uk/site/3061",
"3063","HY50SW 8","St Peter's Kirk","Burnt Mound (Prehistoric)(Possible)","353680","1004220","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5368 0422","http://canmore.org.uk/site/3063",
"3065","HY51NW 1","Shapinsay, Mor Stein","Standing Stone (Prehistoric)","352400","1016850","ORKNEY ISLANDS","ORKNEY","SHAPINSAY","HY 5240 1685","http://canmore.org.uk/site/3065",
"3069","HY51NW 13","Shapinsay, Steaquoy","Burnt Mound (Prehistoric)(Possible)","351900","1016380","ORKNEY ISLANDS","ORKNEY","SHAPINSAY","HY 5190 1638","http://canmore.org.uk/site/3069",
"3100","HY51NW 8","Shapinsay, Haroldsgarth","Burnt Mound (Prehistoric)(Possible)","351980","1015910","ORKNEY ISLANDS","ORKNEY","SHAPINSAY","HY 5198 1591","http://canmore.org.uk/site/3100",
"3101","HY51NW 9","Shapinsay, Hanna Toft","Burnt Mound (Prehistoric)(Possible)","350420","1016840","ORKNEY ISLANDS","ORKNEY","SHAPINSAY","HY 5042 1684","http://canmore.org.uk/site/3101",
"3102","HY51SW 1","Howe Of Langskaill","Burnt Mound (Prehistoric)","351470","1010480","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5147 1048","http://canmore.org.uk/site/3102",
"3105","HY51SW 2","Yinstay","Souterrain (Prehistoric)","350840","1010310","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5084 1031","http://canmore.org.uk/site/3105",
"3113","HY52NE 1","Eday, Southside","Standing Stone (Prehistoric)","356150","1029220","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5615 2922","http://canmore.org.uk/site/3113",
"3115","HY52NE 3","Eday, War Ness","Burnt Mound (Prehistoric)","355330","1028450","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5533 2845","http://canmore.org.uk/site/3115",
"3116","HY52NE 4","Eday, Knoll Of Merrigarth","Burnt Mound (Prehistoric)","355280","1028880","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5528 2888","http://canmore.org.uk/site/3116",
"3119","HY52NE 7","Eday, Greentoft","Burnt Mound (Prehistoric)","355390","1028780","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5539 2878","http://canmore.org.uk/site/3119",
"3125","HY52NW 4","Eday, Dyke End","Treb Dyke (Prehistoric)","354940","1029100","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5494 2910","http://canmore.org.uk/site/3125",
"3153","HY53NE 2","Calf Of Eday, North West","Chambered Cairn (Neolithic)","357880","1038580","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5788 3858","http://canmore.org.uk/site/3153",
"3160","HY53NE 26","Eday, Carrick House","Axehead (Flint), Lithic Implement(S) (Stone), Pounder(S) (Stone), Unidentified Flint(S) (Flint), Unidentified Pottery","356000","1038000","ORKNEY ISLANDS","ORKNEY","EDAY","HY 56 38","http://canmore.org.uk/site/3160",
"3162","HY53NE 28","Eday, Mill Loch","Barrow(S) (Prehistoric)(Possible)","356510","1037020","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5651 3702","http://canmore.org.uk/site/3162",
"3176","HY53NE 40","Calf Of Eday","Souterrain (Prehistoric)(Possible)","358100","1039500","ORKNEY ISLANDS","ORKNEY","EDAY","HY 581 395","http://canmore.org.uk/site/3176",
"3179","HY53NE 5","Eday, 'braeside'","Standing Stone(S) (Prehistoric)","356000","1037000","ORKNEY ISLANDS","ORKNEY","EDAY","HY 56 37","http://canmore.org.uk/site/3179",
"3180","HY53NE 6","Eday, Stone Of Setter","Stack Stand (19-20th Century), Standing Stone (Prehistoric)","356456","1037177","ORKNEY ISLANDS","ORKNEY","EDAY","HY 56456 37177","http://canmore.org.uk/site/3180",
"3182","HY53NE 8","Eday, Linkataing","Roundhouse (Prehistoric)","355300","1039360","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5530 3936","http://canmore.org.uk/site/3182",
"3190","HY53NW 4","Holm Of Faray","House(S) (Prehistoric)","352720","1038430","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5272 3843","http://canmore.org.uk/site/3190",
"3197","HY53SE 10","Eday, Skaill","Burnt Mound (Prehistoric)","356580","1032930","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5658 3293","http://canmore.org.uk/site/3197",
